SE,Name,Lines,Stars
S06E08,chandler,"No! Ok, this is not good. You are a guy. Ok? This is a guys place. If you let this go, you’re going to be sitting around with your fingers soaking in stuff.",8.5
S06E08,joey,"All right, you’re right. I’ll talk to her.",8.5
S06E08,chandler,Yes talk to her. Be a man.,8.5
S06E08,joey,I’m a man.,8.5
S06E08,chandler,Defend yourself.,8.5
S06E08,joey,NA,8.5
S06E08,monica,Chandler come on. We have to hem the new dust ruffle.,8.5
S06E08,chandler,Be right there sweetums.  A totally different situation.,8.5
S06E08,monica,Hey guys.,8.5
S06E08,chandler,"Hey, how was your breakfast with Hillary?",8.5
S06E08,monica,It was okay. She’s still kind of depressed because she broke up with her boyfriend.,8.5
S06E08,chandler,"Ohh, yeah.",8.5
S06E08,ross,"Well, is this Hillary your HOT assistant chef Hillary?",8.5
S06E08,monica,Yeah.,8.5
S06E08,ross,The one that always stares at me when I come in?,8.5
S06E08,monica,"No, the one who looked at you once because you got in her way.",8.5
S06E08,ross,"Still I could tell. She was into me.  Well, why don’t you set us up?",8.5
S06E08,rachel,"Ohh, are you setting Ross up with someone? Does she have a wedding dress?",8.5
S06E08,phoebe,Hey.,8.5
S06E08,rachel,Hey.,8.5
S06E08,phoebe,Rachel?,8.5
S06E08,rachel,Yeah.,8.5
S06E08,phoebe,"I’m, uhh, making up flyers trying to get new massage clients. So, can I come to Bloomingdale’s and use the copy machine.",8.5
S06E08,rachel,"Well, sure, but they might think it’s kinda weird considering I don’t work there anymore.",8.5
S06E08,phoebe,Oh my God. What happened?,8.5
S06E08,rachel,"I-I, got a job at Ralph Lauren.",8.5
S06E08,phoebe,Well that’s great! Congratulations!!,8.5
S06E08,rachel,Yeah.  A year ago..,8.5
S06E08,phoebe,You’ve lasted a whole year. Good for you.,8.5
S06E08,rachel,"But, Pheebs, you can still use the copy machine where I actually work. But, just come by at lunch so my boss doesn’t see you. Cause Kim will just freak out and she already doesn’t like me very much.",8.5
S06E08,chandler,That’s weird. I don’t think my boss likes me either.,8.5
S06E08,monica,I don’t think mine likes me either.,8.5
S06E08,ross,Maybe it’s a universal thing?,8.5
S06E08,joey,"Or maybe, it’s because you’re hanging around here at 11:30 on a Wednesday.",8.5
S06E08,chandler,Yeah let’s head off to work.,8.5
S06E08,monica,We should go.,8.5
S06E08,phoebe,Thank you.,8.5
S06E08,rachel,Sure.,8.5
S06E08,phoebe,"Now you will not believe this. But, I was in the copy room, making copies, and Ralph Lauren came in.",8.5
S06E08,rachel,Oh my God. Did you talk to him?,8.5
S06E08,phoebe,Yeah a little. He seems really nice. Good kisser.,8.5
S06E08,rachel,What? What!?! You kissed him?,8.5
S06E08,phoebe,Totally.,8.5
S06E08,rachel,Phoebe are you serious?,8.5
S06E08,phoebe,"Yeah. I was just in there. He introduced himself and the next thing I know, we’re making out. You know.",8.5
S06E08,rachel,"Phoebe, I mean, you do know he’s married?",8.5
S06E08,phoebe,No!,8.5
S06E08,rachel,Phoebe…,8.5
S06E08,phoebe,"What am I supposed to do? Ask every guy I make out with if he’s married?  No, yeah, I should.",8.5
S06E08,joey,"Hey. Uh, can I talk to you for a second? This, uh, kid in this picture. Do you, uh, know this kid? Is that like a relative or something?",8.5
S06E08,joey,"Yeah, that’s what I was afraid of.. Okay, uhh…Look Janine I really want you to feel at home here, but some of this new stuff. It’s…too girly.",8.5
S06E08,joey,Like this.  Pictures of cute babies we don’t know. We..we can’t have that.,8.5
S06E08,joey,"Look I don’t know this baby. I don’t know if she’s a famous artist or not. You know, and I don’t want to be a jerk but you’re changing too much around here.",8.5
S06E08,joey,"Yeah but it’s too much stuff. You know like, you got the candles and the foofy schmoofer thing here and over here you got a picture of a watering can.",8.5
S06E08,joey,"I’m sure it’s a famous watering can, okay. But, come on…and what is with the really hot stick in the bathroom?",8.5
S06E08,joey,"Ohh, well, that’s ok then. But, okay my towels for instance. I come in to the bathroom here and my towel is not on the floor where keep it. It’s up here on some hook..and…smells different.",8.5
S06E08,joey,"Yeah, well, it feels different.",8.5
S06E08,joey,"Alright, I can make my peace with the clean dry towels…Also what is with these chips you bought?",8.5
S06E08,joey,Well that’s like summer in a bowl.,8.5
S06E08,rachel,"Oh, Kim, Hi.",8.5
S06E08,rachel,"So you know, I…I handed in that marketing report and I never got to hear what you thought.",8.5
S06E08,rachel,"Ahh….So…Wow…The spring line, it’s really going to be great this year, huh?",8.5
S06E08,rachel,So I hear the Ralph Lauren fooled around with someone in the copy room.,8.5
S06E08,ross,Hey guys.,8.5
S06E08,ross,What’s up?,8.5
S06E08,chandler,You know…Oh My God.,8.5
S06E08,monica,What happened to your teeth.,8.5
S06E08,ross,I whitened them.,8.5
S06E08,chandler,Really.,8.5
S06E08,ross,Yeah. What do you think.,8.5
S06E08,monica,"Well, I think I shouldn’t look directly at them.",8.5
S06E08,ross,"Come on, seriously.",8.5
S06E08,monica,"Ross they’re really, really, really white.",8.5
S06E08,chandler,"Yeah, what was wrong with your old…human teeth.",8.5
S06E08,ross,"Ahh, I-I did leave the gel on a little longer then it said to.",8.5
S06E08,monica,How much longer?,8.5
S06E08,ross,A-A day.,8.5
S06E08,monica,Ross you know that tonight is your date with Hillary?,8.5
S06E08,ross,"I know. That’s why I did it.  Come on, are they really that bad?",8.5
S06E08,chandler,"No, no no no. You’ll be fine.  Hillary’s bind, right?",8.5
S06E08,monica,She will be after tonight.,8.5
S06E08,chandler,Yeah.,8.5
S06E08,ross,"Oh, hey, hey Rach, do you notice anything..ahh…",8.5
S06E08,rachel,"Yeah. Your teeth? Yes, I saw them from outside.  You guys are never going to believe this. But, Phoebe made out with Ralph Lauren.",8.5
S06E08,chandler,What???,8.5
S06E08,monica,Oh my god.,8.5
S06E08,rachel,"Yeah I know. She ran into him at my office and they just…made out. And the craziest thing is, now my boss likes me because I told her about it and she said it was the best gossip she’d heard all year.",8.5
S06E08,chandler,I am proud of all my friends today.,8.5
S06E08,monica,"My God, Rachel, I can’t believe Phoebe made out with Ralph Lauren. Ohh, I’m so jealous.",8.5
S06E08,chandler,"Hi, I’m Chandler. Your live-in boy",8.5
S06E08,monica,"Chandler, please, come on. Look at him.",8.5
S06E08,chandler,"Oh, I am no women, but that is one tasty dish.",8.5
S06E08,phoebe,"Hey. Here.  Ohh, who’s the silver fox?",8.5
S06E08,rachel,"That-that is your make out buddy. Don’t you recognize him?  Oh wait. Ohh, Phoebe I love you. Kiss me please.",8.5
S06E08,phoebe,That’s not Ralph Lauren. Sounds like him though.,8.5
S06E08,rachel,What?,8.5
S06E08,phoebe,"Yeah, no, Ralph doesn’t look anything like that guy. He’s-he’s young and he’s got long hair and a beard and a hacky sack.",8.5
S06E08,rachel,"Oh My God, Phoebe, that’s not Ralph Lauren. That’s Kenny the copy guy.",8.5
S06E08,phoebe,What?,8.5
S06E08,rachel,"Oh..Go..Oh..and I told my boss that someone made out with Ralph Lauren. If she finds out that I lied to her, she is going to hate me even more. Phoebe!!",8.5
S06E08,phoebe,Why would the copy guy say he was Ralph Lauren?,8.5
S06E08,rachel,To get you to make out with him!!!,8.5
S06E08,phoebe,Ohhh.,8.5
S06E08,monica,"Nope. Okay, colors that don’t work are blue, yellow, green, red, black, white, orange, and purple.",8.5
S06E08,ross,I don’t know what I’m going to do. That date starts in like an hour.,8.5
S06E08,monica,"Hey Ross, maybe if your skin was lighter. Your teeth wouldn’t look so bright.",8.5
S06E08,ross,Oh great. So all I need to do is get some new skin. Thank you.,8.5
S06E08,monica,"I’m just saying, if we put just a little bit of makeup on you.",8.5
S06E08,ross,Whoa. Whoa. Whoa. We’re not 13 anymore.,8.5
S06E08,monica,Ross this is the only thing left that has a shot at working.,8.5
S06E08,ross,"But, won’t she notice I have makeup on?",8.5
S06E08,monica,Please. Half the guys out there have makeup on.,8.5
S06E08,ross,What??,8.5
S06E08,monica,"All right, half the people. I mean, just try it and see.",8.5
S06E08,ross,No. I am not putting on makeup.,8.5
S06E08,phoebe,Hello. Oh good. Ross could you put up some of these flyers for me?  OH!! Demon!! Demon!!,8.5
S06E08,monica,Now are drawers will smell nice and we didn’t waste these pantyhose.,8.5
S06E08,chandler,"Yes, God forbid we throw out old underwear. You-you know what? I’m going to go over to Joey’s.",8.5
S06E08,monica,"Wait, we’re supposed to organize the wrapping paper drawer.",8.5
S06E08,chandler,"Yes, but I feel like I’ve really gotten in touch with my feminine side enough today. You know. In fact I think we’re two sachets away from becoming a lesbian couple.",8.5
S06E08,monica,"You know what? This has been kind of a girlie day. You’re right, I’m sorry.",8.5
S06E08,chandler,"Nah, Nah, it’s okay. I feel like I need to be in guy place. You know, do kind of like a man thing.",8.5
S06E08,monica,Yeah. Go over to Joey’s. Go over to Joey’s and drink some beer and hammer up some drywall.,8.5
S06E08,chandler,You know when guys hang out they don’t just drink some beer and hammer up drywall?,8.5
S06E08,monica,"When girls hang out, we don’t have pillow fights in our underwear.  I’m sorry. We do. We do. I don’t know why I said that.",8.5
S06E08,joey,Hey Chandler. Come on in. We’re knitting pot holders.,8.5
S06E08,chandler,"No thanks, Josephine.",8.5
S06E08,chandler,"Hey Ross, I was wondering if… Oh my God!! Where are all the men???",8.5
S06E08,rachel,"Ohh, hi, Kim.",8.5
S06E08,rachel,"Yeah, remember that thing I told you that happened yesterday? Well it didn’t happen.",8.5
S06E08,rachel,"Okay, two things didn’t happen. Remember I told you that someone made out with Ralph Lauren in the copy room? Well, it turns out that’s not true.",8.5
S06E08,rachel,No.,8.5
S06E08,rachel,"Oh no, no, no. Oh God, you think I made out with him.",8.5
S06E08,rachel,I-I don’t want your job. I-I don’t. Ohh this is such a mistake. I did not make out with him. Nobody made out with him. I did not use my keycard yesterday. I don’t even know how to use my keycard.,8.5
S06E08,ross,Mmm-Hmm.,8.5
S06E08,ross,Mmm.,8.5
S06E08,ross,Mm-Hmm.,8.5
S06E08,ross,Hmm-Hmm.,8.5
S06E08,ross,Mmm-Unmm.,8.5
S06E08,ross,"Hmm-Hmm-Hmm.  Okay. I, uh, am from Long Island. I-I came to the city for college. Um, I, um, have a 5 year old son and in my spare time I like to read spy novels. But, but, let’s talk more about you. Hmm.",8.5
S06E08,joey,"So what’s really neat. If you sear the stems of the flowers first in a frying pan, your arrangement will look fresh much longer.",8.5
S06E08,monica,"Oh my God, Joey, that is such a great tip.",8.5
S06E08,chandler,"Monica, could you excuse us for a second? I need to talk to the girl with the flowers.",8.5
S06E08,monica,"Okay. Oh but Joey, come over later because I’m going to teach you to make a bird feeder out of just a pine cone and some peanut butter.",8.5
S06E08,joey,"Ohh, I love birds.",8.5
S06E08,chandler,What is the matter with you ?!?,8.5
S06E08,joey,What?,8.5
S06E08,chandler,"You’re arranging flowers!  You got dead flowers! You got a picture, a picture, of a baby dressed like flowers! This is not Joey!!",8.5
S06E08,joey,"Hey. Hey look I am still Joey, okay. Flowers they’re just, you know, they’re nice to look at. And that happens to be a picture by a famous artist. Of a famous baby.",8.5
S06E08,chandler,You’re turning into a women.,8.5
S06E08,joey,No I’m not. Why would you say that? That’s just mean.,8.5
S06E08,chandler,Now I’ve upset you? What did I say?,8.5
S06E08,joey,"It’s not what you said. It’s the way you said it….Oh My God, I’m a women!!!",8.5
S06E08,rachel,"Now, she thinks that I made out with him and I did it to get her job.",8.5
S06E08,phoebe,But why didn’t you just tell her the truth.,8.5
S06E08,rachel,I did but she doesn’t think anyone would be stupid enough to confuse Kenny the copy guy with Ralph Lauren.,8.5
S06E08,phoebe,"Well, hey, what if Kenny were the real brains behind the whole company? You know. What if Kenny hired that Ralph Lauren guy to be the pretty front man? Huh, did she ever think of that?",8.5
S06E08,rachel,"You were with Kenny today, weren’t you?",8.5
S06E08,phoebe,Just for a second.,8.5
S06E08,rachel,"Ohh, Phoebe, what am I going to do?",8.5
S06E08,phoebe,"Well, the only thing you can do. Sleep with Ralph Lauren.",8.5
S06E08,rachel,"I’m not going to sleep with Ralph Lauren. I mean, I could, but I wouldn’t.",8.5
S06E08,phoebe,"Ohh, sleep with Kenny.",8.5
S06E08,rachel,That wouldn’t help me.,8.5
S06E08,phoebe,"Ohh, yes it would.",8.5
S06E08,ross,Mmm.,8.5
S06E08,ross,NA,8.5
S06E08,ross,Mmmm.,8.5
S06E08,ross,Hmm-Hmm.,8.5
S06E08,ross,Mmm-Hmm.,8.5
S06E08,ross,How about all the way.,8.5
S06E08,ross,"So, ahh, where were we?",8.5
S06E08,ross,"Ohh, you can see them, huh?",8.5
S06E08,ross,"I-I, did that for you.",8.5
S06E08,ross,What’s a matter with me? You’ve got a black light. It’s 1999!,8.5
S06E08,rachel,"Kim, hi.",8.5
S06E08,rachel,Okay..Okay.. Look. I’m sorry that I lied to you before. You were right. Ralph and I were an item but were not anymore.,8.5
S06E08,rachel,"Yeah, he dumped me. He said, \Rachel",8.5
S06E08,rachel,Of course it’s true and it hurts so bad.,8.5
S06E08,rachel,You and Ralph?,8.5
S06E08,joey,"Hey, uhh, I need to talk to you.",8.5
S06E08,joey,"I’m sorry but we’ve got to get rid of all this girlie stuff in here. I, uh, I got to be a man! Okay. The living room has to remain a guy place, okay? That’s just the way it has to be.",8.5
S06E08,joey,"Great…Great…and thanks for being so understanding. I mean, I didn’t want to make a big deal out of this, you know.  You could, uh, put the picture of the famous baby in my room. I mean, if you want to.",8.5
S06E08,joey,"And, uhh, maybe the watering can there.",8.5
S06E08,joey,And a couple of these little tiny boxes.,8.5
S06E08,joey,Okay.,8.5
S06E09,monica,So guess who’s coming to Thanksgiving dinner?,9.2
S06E09,chandler,Sydney Portier? Hehheh.,9.2
S06E09,monica,"No, my parents.",9.2
S06E09,chandler,"Oh! That’s great, they haven’t seen the place since I moved in!",9.2
S06E09,monica,"Yeah, and y’know, if you could not mention to them that we live together, that would be great! , I was thinking we would eat around four.",9.2
S06E09,chandler,Why can’t I tell them that we live together?,9.2
S06E09,monica,Because they don’t know we’re dating.,9.2
S06E09,chandler,Why haven’t you told them?!,9.2
S06E09,monica,"Um, well, I was going to, I-I-I really was. But um, then somewhere, just out of nowhere, I didn’t.",9.2
S06E09,chandler,Why haven’t you told them?! Wouldn’t they be happy?!,9.2
S06E09,monica,NA,9.2
S06E09,chandler,Why wouldn’t they be happy?,9.2
S06E09,monica,"Well, um, because mainly, um, they don’t like you. I’m sorry.",9.2
S06E09,chandler,What? What? Why?!,9.2
S06E09,monica,"Maybe because you used to be aloof, or that you’re really sarcastic, or that, y’know, you joke around all the time. Or that you take off your clothes and throw them on the couch.",9.2
S06E09,chandler,Is this why they don’t like me or why you don’t like me?,9.2
S06E09,monica,"Look, I know that I should’ve told them. I know I shouldn’t care what they think. I’m sorry.",9.2
S06E09,chandler,"Y’know, it’ll be okay. It’ll be okay. Because when they come over, I will be all charming, I will make them fall in love with me, and then we’ll tell ‘em.",9.2
S06E09,monica,You really think that’ll work?,9.2
S06E09,chandler,"Hey, I can be pretty charming, babe, I won YOU over, didn’t I?",9.2
S06E09,monica,I don’t think you’ll ever get my parents that drunk!,9.2
S06E09,chandler,"Hey!  Oh, good, Ross! You’re parents like me, right?",9.2
S06E09,ross,"Yes, of course they like you!",9.2
S06E09,chandler,Well Monica just told me that they don’t.,9.2
S06E09,ross,"Yeah, they don’t like you.",9.2
S06E09,chandler,Do you know why?,9.2
S06E09,ross,"I dunno, maybe it’s because you’re really sarcastic. Or maybe it’s cause you uh-",9.2
S06E09,chandler,Well if people don’t know they shouldn’t just guess!,9.2
S06E09,chandler,"This is great, another Thanksgiving with nothing to give thanks for.",9.2
S06E09,joey,"Maybe I could give thanks for you shuttin’ up, eh?",9.2
S06E09,chandler,Maybe I could give thanks by taking my Playstation over to my new apartment.,9.2
S06E09,joey,Well maybe I love ya’.,9.2
S06E09,chandler,[mocks that last comment].,9.2
S06E09,chandler,Hey.,9.2
S06E09,ross,"No I don’t want to play video games, Joey!",9.2
S06E09,joey,"Yeah! Yeah, why? What’s up?",9.2
S06E09,ross,For real?,9.2
S06E09,joey,"Ye-ye, we go to yours!",9.2
S06E09,ross,"Yeah, see, we-we-we have to stop across the hall, because it’s my sister. But, uh, uh y’know actually, growing up with a sister was nice because it really helped me understand women. Yeah, you-you should tell your friends that.",9.2
S06E09,joey,"How you got three women to marry you, I’ll never know.",9.2
S06E09,phoebe,Hey!,9.2
S06E09,rachel,"Hey! Hey, Pheebs, check it out. Yeah, for my desert, I have chosen to make a traditional English truffle!",9.2
S06E09,phoebe,"Wow, that sounds great! And what are you making Monica, in case Rachel’s dessert is...[about to say “bad”] so good that I eat all of it. There’s none left for anybody else!",9.2
S06E09,monica,Nothing.,9.2
S06E09,rachel,Nothing?,9.2
S06E09,monica,"No, sweetie, I-I trust you.",9.2
S06E09,rachel,"So, if-if I mess this up, there’s nothing else for dessert?",9.2
S06E09,monica,You’re not gonna mess it up.,9.2
S06E09,rachel,"Wow, Monica, I love that, you really have faith in me. Thank you. Technical question, how do you know when uh, the butter’s done?",9.2
S06E09,monica,"Well, it’s done about two minutes before it looks like that.",9.2
S06E09,joey,"Oh, ooh the food smells great, Mon!",9.2
S06E09,ross,And the place looks so nice!,9.2
S06E09,joey,"Yeah, hey hey, Happy Thanksgiving everybody!",9.2
S06E09,ross,Happy Thanksgiving!,9.2
S06E09,joey,"Well, this has been great!",9.2
S06E09,ross,See ya!,9.2
S06E09,monica,Whoa whoa whoa! Where’re you goin’?,9.2
S06E09,ross,"Oh, oh, we did say we’d stop by this little thing Joey’s roommate is having.",9.2
S06E09,monica,"Oh, Janine, the really hot dancer girl?",9.2
S06E09,ross,"Some would say she’s attractive, yes.",9.2
S06E09,phoebe,And who else is going to be there?,9.2
S06E09,joey,"Uh, some of her friends, yeah.",9.2
S06E09,rachel,Her dancer friends?,9.2
S06E09,joey,"Yes, all right? All of her hot dancer friends are gonna be there and they’re gonna be, be drinkin’ and dancin, and we really wanna go!",9.2
S06E09,ross,"Dude, we were good!",9.2
S06E09,monica,"You’re not gonna go anywhere, you said you were gonna eat here, and you’re gonna eat here!",9.2
S06E09,phoebe,"Yeah, and-and leaving us to go see hot dancer girls is not very Thanksgivingy.",9.2
S06E09,ross,"Oh, but-but it is, uh, it’s just like the first Thanksgiving, when the Indians and the Pilgrims uh, sat down to dinner.",9.2
S06E09,joey,"Yeah, yeah, and the Indians taught the Pilgrims what it meant to be hot in the new world!",9.2
S06E09,monica,"Dad [kisses Jack], Mom [kisses Judy]. Look! Look who it is it’s Chandler!",9.2
S06E09,chandler,"Mr. and Mrs. Geller, you look wonderful, it is great to have you hear, let us take off your coats!",9.2
S06E09,chandler,"Whoa, snowing out there?",9.2
S06E09,monica,"Dad, Chandler was just laughing at your joke.",9.2
S06E09,phoebe,"Rach, Rach, I just remembered. I had a dream about Mr. Geller last night.",9.2
S06E09,rachel,Really?!,9.2
S06E09,phoebe,"Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller Monica and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk.\"",9.2
S06E09""",9.2
S06E09,monica,"Y’know dad, Chandler is one of Ross’s very best friends!",9.2
S06E09,chandler,"Yeah, Ross sure is a great guy, y’know I’ve always felt that how a young man turns out is a reflection on his father.",9.2
S06E09,chandler,He’s the headliner of a gay burlesque show.,9.2
S06E09,joey,"Rach, you’re killin’ us here, will ya serve the dessert already? Those drunken dancers are waiting!",9.2
S06E09,rachel,"Look at it, isn’t it beautiful?",9.2
S06E09,ross,"Yeah, yeah, what is it?",9.2
S06E09,rachel,"It’s a truffle. It’s got all of these layers. First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch, [Joey and Ross make impressed faces] then raspberries, more ladyfingers, then beef sauteed with peas and onions, [Joey and Ross look like something’s wrong.] then a little more custard, and then bananas, and then I just put some whipped cream on top!",9.2
S06E09,ross,W-What was the one right before bananas?,9.2
S06E09,rachel,"The beef? Yeah, that was weird to me, too. But then, y’know, I thought “well, there’s mincemeat pie,” I mean that’s an English dessert, these people just put very strange things in their food, y’know. [To Joey] Oh! by the way, can I borrow some Rum from your place?",9.2
S06E09,joey,Y-sure!,9.2
S06E09,rachel,And while I’m gone don’t you boys sneak a taste.,9.2
S06E09,ross,"Beef in a dessert?! I- no no no, there is no way!",9.2
S06E09,joey,"I know, and only one layer of jam?! What is up with that?",9.2
S06E09,ross,"Oh my God, the pages are stuck together!",9.2
S06E09,joey,Chandler!,9.2
S06E09,ross,"Oh My God, she-she made half a English Trifle, and half a...Sheperd’s Pie!",9.2
S06E09,joey,Oh man! Now she’s gonna start all over! We’re never gonna get to introduce the hot girls to the new world!,9.2
S06E09,ross,"No, no, we will. We just won’t tell her she messed up.",9.2
S06E09,joey,Just let her serve the beef-custard thing?,9.2
S06E09,ross,"Yeah, it’ll be like a funny Thanksgiving story!",9.2
S06E09,joey,Vomiting stories are funny...,9.2
S06E09,rachel,"Joey, God, your apartment is like a hundred degrees!",9.2
S06E09,joey,Did-did it make you wanna walk around in your underwear?,9.2
S06E09,rachel,No!,9.2
S06E09,joey,Still not hot enough!,9.2
S06E09,phoebe,Rachel?,9.2
S06E09,rachel,Yeah?,9.2
S06E09,phoebe,"Okay, look at him. Look at those strong hands. Oh what I wouldn’t give to be that can of  condensed milk.",9.2
S06E09,monica,"Mom, uh, Chandler was just saying how beautiful your sweater is.",9.2
S06E09,chandler,"Oh, yes. Well it’s very beautiful. It’s cream-colored and tight [Realizes what he just said and looks worried. Monica and Ross also looked shocked. Judy and Jack give Chandler a very dirty look.] I don’t mean tight, I mean it’s not too tight, not that I was looking at-[giving up all hope, he puts his head into his hands.]",9.2
S06E09,chandler,What?,9.2
S06E09,monica,What?,9.2
S06E09,ross,"Dude, I need to talk to you a sec.",9.2
S06E09,ross,"Okay, I think I might know why my parents don’t like you.",9.2
S06E09,chandler,You do? Why?,9.2
S06E09,ross,"Okay, remember, we were young. Hey, Spring break, sophomore year, I got high in my bedroom and my parents walked in and smelled it and so I told them that you had gotten stoned and jumped out the window.",9.2
S06E09,chandler,What?! Why did you do that?,9.2
S06E09,ross,"I don’t know, aheh, your’s was the first name that-that popped into my head, I’m I’m sorry. I-I didn’t think it would matter.",9.2
S06E09,chandler,How could it not matter?!,9.2
S06E09,ross,"How was I supposed to know we’d end up being friends after college, let alone you-you would be living with my sister?",9.2
S06E09,chandler,What about all that “friends forever” stuff?,9.2
S06E09,ross,"I don’t know, I-I was all high.",9.2
S06E09,monica,Mom and dad just sent me in here to find out if you  were trying to get Ross stoned!,9.2
S06E09,chandler,Your parents caught Ross smoking pot in college and he blamed it on me!,9.2
S06E09,monica,"Ross, I can’t believe you’d do that!",9.2
S06E09,chandler,"The reason we haven’t told them we’re together is because they hate me, okay? So will you fix this?",9.2
S06E09,ross,"Okay, okay, I’ll tell ‘em it wasn’t Chandler who got high. Now who should I say it was?",9.2
S06E09,monica,You! It’s not like it’s a big deal! You-you don’t still do it or anything!,9.2
S06E09,ross,"Alright, alright, now-now who should I say tricked me into doing it?",9.2
S06E09,monica,"Dad, please don’t pick your teeth out here! Alright, and if you’re gonna put your feet up, why don’t you sit on the-",9.2
S06E09,phoebe,"Monica, leave him alone!",9.2
S06E09,joey,Will you hurry up? Did you not hear me before when I told you that all of Janine’s friends are dancers?! And that they’re going to be drinking alot!?,9.2
S06E09,rachel,"No, I did, but tell me again, because it’s so romantic.",9.2
S06E09,joey,Well you’re whippin’ so slow! Can’t you do it any faster?,9.2
S06E09,rachel,"Joey! Come on! I don’t wanna make any mistakes, alright? This is the only dessert and if I screw it up everybody's gonna be like “Oh, remember that Thanksgiving when Rachel screwed up the trifle?”",9.2
S06E09,rachel,"So why don’t you just let me worry about making the trifle and you just worry about eating it, alright?",9.2
S06E09,joey,Oh I am!,9.2
S06E09,monica,"Ross, if you don’t tell them, then I will!",9.2
S06E09,ross,"Okay, fine!",9.2
S06E09,joey,Ross! Can I talk to you for a second?,9.2
S06E09,ross,"Oh, uh, can it wait a second Joey? I have to tell my parents something. No it can’t? Okay.",9.2
S06E09,joey,"Okay, look, I think we have to tell Rachel she messed up her dessert.",9.2
S06E09,ross,"What?! What is with everybody? It’s Thanksgiving, not...Truth-Day!",9.2
S06E09,joey,"Look, when everyone eats that...that...Banana-Meat thing, they’re all gonna’ make fun of her, do you want that?",9.2
S06E09,ross,"Okay, okay, we’ll just get everyone to act like they like it. That-that way noone makes fun of her and we still get to go to Sweet Potatoe Pie!",9.2
S06E09,joey,"Dude, they’re not objects.",9.2
S06E09,joey,"Just kiddin,’ I’ll talk to them, you distract Rach.",9.2
S06E09,ross,"Hey Rach, can I talk to you outside for a second?",9.2
S06E09,rachel,Okay...,9.2
S06E09,rachel,"What’s up, Ross?",9.2
S06E09,ross,"So um...Thanksgiving. The holiday season is upon us, hm?",9.2
S06E09,rachel,Yeah!,9.2
S06E09,ross,And um...You look nice today.,9.2
S06E09,rachel,"Oh no. No Ross, don’t do this.",9.2
S06E09,ross,What?,9.2
S06E09,rachel,I just- I don’t think us getting back together is a good idea.,9.2
S06E09,ross,Eh?,9.2
S06E09,rachel,"I thought this might happen today. Ross, I know the holidays can be rough. Y’know? And it’s probably really hard for you to be alone right now.",9.2
S06E09,ross,You’re alone.,9.2
S06E09,rachel,"No, I-I live with Phoebe. I mean you’re [pity-tone] alone, alone. And I just-it’s just not the time for us. I’m sorry.",9.2
S06E09,ross,"Ah well, can’t blame a guy for trying!",9.2
S06E09,joey,"Oh and , okay?",9.2
S06E09,chandler,"Yeah, I’m not gonna pay for those acting classes anymore.",9.2
S06E09,joey,"Rachel, there you are! Come on, let’s serve that dessert already!",9.2
S06E09,rachel,"Joey, you’re gonna have to stop rushing me, you know what? You don’t get any dessert.",9.2
S06E09,joey,Really?,9.2
S06E09,rachel,"No, I’m just kidding I would never do that to you! Okay, everybody, it’s trifle time!",9.2
S06E09,phoebe,"So, now, Rach, this is a traditional English trifle, isn’t it?",9.2
S06E09,rachel,It sure is.,9.2
S06E09,phoebe,Wow. So then did you make it with beef or Eggplant?,9.2
S06E09,rachel,Beef.,9.2
S06E09,phoebe,I can’t have any. You know I don’t eat meat.  Ohhh no.,9.2
S06E09,rachel,"Alright, Monica, I want you to have the first taste.",9.2
S06E09,monica,Really?,9.2
S06E09,rachel,"Oh oh oh, wait! You only got whipped cream in there! Ya gotta take a bite with all the layers!",9.2
S06E09,monica,Okay.,9.2
S06E09,rachel,"Op! Wait, you dropped a pea.",9.2
S06E09,rachel,Well?,9.2
S06E09,monica,Mmmm! It’s good!,9.2
S06E09,rachel,Really? How good?,9.2
S06E09,monica,"It’s so good, that I feel really selfish about being the only one who’s eating it, that I think we should have everyone taste how good it is. Especially Ross.",9.2
S06E09,chandler,"Yeah, this is so good, that I’m gonna go enjoy it on the balcony so that I can enjoy the view whilst I enjoy my dessert.",9.2
S06E09,monica,"I’m gonna go into the bathroom so I can look at it in the mirror, as I eat it.",9.2
S06E09,rachel,"Okay, now what was that all about? Is it-does it not taste good? Let me try it.",9.2
S06E09,ross,Wha? No no! Ah!  All gone! So good! Maybe Chandler has some left.,9.2
S06E09,ross,It tastes like feet!,9.2
S06E09,joey,I like it.,9.2
S06E09,ross,Are you kidding?,9.2
S06E09,joey,What’s not to like? Custard? Good. Jam? Good. Meat? Gooooood.,9.2
S06E09,rachel,"...So a bird just grabbed it, and then tried to fly away with it and, and then just dropped it on the street?",9.2
S06E09,chandler,"Yes, but if it’s any consolation, before the bird dropped it, he seemed to enjoy it.",9.2
S06E09,phoebe,"Rachel, come here.  Okay, I was just starting to take my Thanksgiving nap, and I had another dream about Jack.",9.2
S06E09,rachel,"Oh, Phoebe, do I wanna hear this?",9.2
S06E09,phoebe,"I dunno, let’s see! So, okay, I dreamt that we were gonna get married, and he left, becuz he had to go fight a fire. And, um, so okay, I went to a night club, and I saw him making out with a girl.",9.2
